query_id,article_id_1,article_id_2,article_id_3,article_id_4,article_id_5,article_id_6,article_id_7,article_id_8,article_id_9,article_id_10
0149973fbcc8796e,957bba9073f98e33,6187914d73edd797,d5e9e3cf0b541449,b5699b9390afcdec,1c88c498f6b836ca,983972579398a666,50478812e38931d4,a1f9b326c1183ae3,0827a7b693a4b20f,597242e772fb22ef
0188acd20c67ed0e,d308a5d723b5d4eb,2a8ad8e2e5ebb176,ef927d83468d54c5,eedac626d6c59c53,a7a2c6d39ae55338,dc4cf7a18781aca4,99605cbe170c5678,24065a95baf9e13b,a4a0cff7173202c6,b8e5beadf5bb1998
01dc0c350462668e,a9ce1fc1d45c2ae9,d43a378e9b536036,04e81d2b2b020139,194915d40d88d51b,04c3511a51e9d97b,f6af499478fdfa12,0569d2f651626461,e030fb40ba927edf,098a2330973e4999,319ed32d1f26740f
01f9677cb4653866,bef4d12ffa4cd25f,8491348c9ce3477d,d662a5950d804295,59177b65efd5951d,9f5203ab9e80c2fd,72dc761d458b24dd,c81ccb4bea668883,fe0e2112fbacc458,ea92c8bb116e609e,b8ad9c8953ee4dc2
021e08eafe91291d,edc8ffd6395e6721,b458b7cc7e15cd53,0c730d26a6c752dd,9f354e94523a6ebd,f65049f2ddf60a5b,86df6be55bcb3f1a,8dcd9b6b7afc1581,4cfc981d13a2f2fe,12b3f640736c8b00,dfde1bfef408af7b
023e1984db6f77b4,3c7dcf3ab3939156,8404319d827a2553,8a5074e7cb62c230,22a1177fe0a436e0,733520b4550a2196,f1e80cd485df6cd3,fa2a11644f776ce8,f86ab72cf560f6e1,b0d42e162c984cee,2ecdad8d4caa5094
0240f57773fe7b7e,283ea9f5f4fdc7ee,fa7548343d323491,443110d064c87a98,08905cc99c50040e,13555ea41d98ba70,4ef4ef5def16e93b,50d94d1037873bb1,d91cadb111856b06,3e7611b795c7576d,471548d97dbf098d
02470f034b3130af,5952b70c88574a45,3759d798d00b8d04,bf7a11d78ed9dd5d,9d2f2bf36cd56d44,7736345e7507a07c,77f695bd40ccae34,15d66093a7394ac5,d46f1da0724eb903,7aed168d431363cf,22f71dde0643c028
0257b07821c53eff,86caa1a0425f61f5,a4c9d8c9bc89909b,0d3bef29a50bd85a,d6b8b894ce24afb9,bb0eca0848bcfc12,7180ff9006ebb8fe,25887a41eb5b6709,e4a200d442c1a3bb,471548d97dbf098d,75c8eba427a884c3
02882f5452a46c82,b5699b9390afcdec,5b97b378872531ed,4b4f3583dc8e8655,b99c76dd86d6d99a,318a34495ae44154,ea5885ca473a664d,f5a397ad77aabd42,5107b6204e4be1ea,bbef0240995e6424,de5f7c0b734ebbaf
02f5b33c33d2fc1f,22519f70e82d2d1a,a6dcae3d5b41380a,b99c76dd86d6d99a,718d17b510ba76bd,1f446d6622b56116,11662af2d59b173a,3503b00a1344afef,e12edd7b1ecf29d2,5922d8b66a4eb8b7,0fd34f24b2521e1a
0327fa96eb4b4e24,817e8c713bba9cbf,adce12b399939e5b,9d2f2bf36cd56d44,658529732f4bb243,920ca7cec18d374b,6128e8aa13f440e1,2997c2b47333ff8f,fd13bebe1fb0a8d3,194915d40d88d51b,e9d2717fafc9bcb0
0369c236ddf1dea3,19f698a24f551509,b164ca8aaafe50d1,32e816be9b11643e,da4a2116fbbb53b6,67c60fb5aeb1dac4,d53408827b4d7691,e150c5ed01e06f15,d30ea40c59b6307b,70e337cae60af319,f7aa48adfc7495f6
0374cb9ff00bd2b2,807ca5fb4ed12fe9,4a900393a394cf26,e557b502d958e9c6,44fa5ea95d100bc7,15acfd26d2d55363,ced2a2f7c52a3a62,f043bacffa50f7a8,4c26d8637bb329f2,91209d010b26317d,59c51bf404a7964a
03be883998d85455,903e888c03bc9742,30d0c167e0cafda0,b107a5b8e0442204,5ba809d06fcaf919,db207d615da848a8,1c562ec09663df7d,3217292fcc4942ab,f6acaece42e11009,3a2bad269cec0491,6514e1c16681a5af
03d4c1f3f9e60a12,1ce43b3b1437d912,eebc6f298a36290d,22f71dde0643c028,6454070a31b8d6fc,1b77d86453ea08d3,3738508e37568be7,de154fc7c242aacb,161985ce957c733d,bb30601f9b7d31f3,4af3dd6fa08ec34a
03fdffc7106edcc0,71332481268580c2,ea92c8bb116e609e,bd862af1431a3f0e,75ef46faf3b6ce19,ff342b25e4db0db1,081d9516d3ab1163,31167651db6633d2,92444194c9410d88,3c57d4c198accc11,c478d85719ffee6a
040dc48e236415da,59702db6b736d946,8f9a65c06caa3d16,b0a5172f1c26ec45,978daf4561bc1347,91c8e15dbd1eeeb9,246d6f9eb45ade16,fc72c381749562de,e08668ddeccc4fcb,56f31be0128f67fa,548ee3238a1f496e
040dde6a96bd14ac,b0e423eb504a82ac,2c08b567e9a65f07,ea5885ca473a664d,1f446d6622b56116,5b137eddaf67ac11,c9b12e8733ba0425,b35a23222b0c34b8,7f6e0db6b8c75f95,1091d5dcf8ce3c9b,1835b45ec8251328
041ee38959312ba0,6b5fa77a8d7f8b49,d5524f87e308fa87,b36ae96424b4d59d,8bd51e5002b07cc0,c3427d8c69c2bf66,04c3511a51e9d97b,db59e426cf28c805,319ed32d1f26740f,474f2d60579e1273,b90bd3fb10d15133
043338416b1c271c,666a8baae7688af4,bd3ac48d11cc4efb,a216b172743547f7,0450a0baca2a8053,c3691b39cc8b1a9b,1835b45ec8251328,d2237f3c19615fbf,6201e3c7c9a26c4a,619c482a6fb8f0e2,7aad8d5b021b0d0d
046fd1bbf3a13cdf,d5a1d203ec93e53a,f056fe9cae7da618,60cb76a56e45a045,269b79122ccabe20,949af9a07094b521,41856e60f4e7f43d,ef927d83468d54c5,52c586a7b98cc08e,ed5dc3d11935f16b,dc4cf7a18781aca4
047959bcf9d21088,6f03f870595d2449,ef540ed63c222cbb,5b97b378872531ed,f97a5a96fc1a541a,e1a282acf6ff3920,78129590db54d489,244c5cff240427b3,5755a47ce6fcee0a,8bd51e5002b07cc0,7e2c02f84092b99c
047b31398b8c4c9a,b938f51818ca4e6b,5e0c1649eadaf558,606968dfb8066f47,dc4cf7a18781aca4,43707b66a2dc44f4,3802975dc46e3014,6e56c6319f79a3e4,91ff62f7083c2e3a,dc327ecb8387b7f2,a4648d91c9815aa3
0486b6fe9e3a2eaf,2e858b16865b2522,7888990a5ed60972,a7a7d08280d1d454,986066c390758c45,00842f910a41c5ab,67f06a0ac9796cc4,6da983444ac7ad21,8ccf39eaca6710c1,ff93b3527e5a4827,60eac66022fb33c3
04ed16b64e2e9a5b,1b56a338abca3633,2e80d6de5421c32d,5628f1470c73fe24,8056a2b8cc4dce40,43ad9b7b0e33f47c,5f6051bb02eac09f,23c6a6f000383834,ab5fc781077dd76e,c776e66d59499f60,c22c23b9b6b366d8
050cf057f999928e,f31bbc374963e646,94c2f41a5d10b563,b0ecfee3e9340c44,484de4ec6a764416,a71fe84ababfd621,a5195cb328c47669,eebc6f298a36290d,d5524f87e308fa87,612f91fb9f6770be,6c57e41fd5901a9c
0519376e9e26937e,b5d46420c962f09d,04e81d2b2b020139,7180ff9006ebb8fe,cf5b286f61bfb26e,25d50bb457a5e601,53a428beb16a1292,9ceae9847e876b26,1a6088f5566ac00c,815afff2b785d7ec,2259da2dc966c309
0562731e3dbbdc45,c2c824088cd54844,6c57e41fd5901a9c,40fcb8afa924e828,6b1de2a77d38939f,c249827bb1f283ab,09c557b27ff35ab3,ee96c9a5f99644f5,4c6ebe910022d759,1ea7c37c379ae443,135db4564016402d
056ccbf9bbaff20f,764588398027f976,02c8210c6892035c,319ed32d1f26740f,9f333d9a0d33eebd,b7b06d31b9d10b29,655b1c9c21c70b23,09257d1ce4daf61f,e201cbf341c70a5d,a927a0273e4e85f2,0373b0f58b011285
0578b384fe210676,7472173c0b5ddb1b,8a6917d2481a7401,dce77ecb1a824011,51a6d9599327f958,f1dddafbd70a121c,b962ba595eb3f43e,6d706513316c068e,bcdf4674c6e32e33,da0a9826b3e4373b,e65409d80597b846
05bf0b188f7b8ddb,20f2978c9173e2e8,161249ffdf68df8c,91877ef59213fb23,c7ac27d3e78d83f0,8a416b129f662470,7f6fd61d0e17638d,94c2f41a5d10b563,2f41235557cd9da4,b0a5172f1c26ec45,87729c04ed7cf452
05c78e8bf6264ed5,22880fcbe1baa49b,ef1534fb65b2ae33,e1a282acf6ff3920,94c2f41a5d10b563,9ad2c669f724f0ad,5ac76455124f5afa,612f91fb9f6770be,1aba49ac3796fe0e,46d6b07deb75ae71,da9ea18f9522988c
05c7b8615a70937e,bc14cdf241d622fc,d1225e6d3bee7e57,a28ec43b3b842492,5784e9c19a165dec,87729c04ed7cf452,548ee3238a1f496e,7e2c02f84092b99c,32df284656cd05a5,4da21b233e747eab,6175cdf921d381f8
05e1a6ef8b38f929,7a4649a421650fc3,2a9c81f5286755ed,cd0aff633ef6a5c2,423ca6b059490320,44f06ae26d856e00,55693dfa020be84f,2aed6b62e66bd4a8,f3d2d2bc5525dbd2,0ca15a41764f8c51,2794def98b9d5147
062f66860c41335c,d85d2da18d4ce4dd,3559bfc660a82e0b,55982ba037ada795,c21f9da754e96fb7,8ed3feca8fa002d7,86df6be55bcb3f1a,319ed32d1f26740f,c56c047ae0069852,474f2d60579e1273,a1ea6878185e66da
06553b9016199244,a421aa2bf7bf4be8,c9b12e8733ba0425,081d9516d3ab1163,d91cadb111856b06,9ef72d011d33562a,ea5885ca473a664d,2f43f69de87f9734,a2fe1e4ba1c9741c,b525a7faaa98f082,e02163dbff11f5cf
067d1e0367f32dd2,dc5433c23fd5ed35,e9a8f705c9f95200,befb1e40a0f2288d,23864bba1dbf4df8,6701ccce7c18af34,47a49942287404b4,8edc82f25f06581d,d4a6cfa53b65a921,4baa67b31f5b85c0,73fe869e6ea12b12
069b82cca8a2222c,8bd51e5002b07cc0,50d94d1037873bb1,aa657d2c6a39d082,10408ad901a8809b,c869f7d64753778c,25887a41eb5b6709,471548d97dbf098d,fcc9d2a29614ad9b,4820a001960156ee,966fe6d3ad607118
06cd742faa2fcc4e,463d4757d47039a0,b675c921cf95b694,33221cfd73d6dcf4,c7a5542b38dfb2f6,a83b1cd162b08e89,9a7f768e14f40fcf,36f855bb146f17b1,92281304b87021c4,2b9af11a0085c590,f3f6c582e443da66
06e9bf7eb66610b3,fcf03dc58b75cba0,466dfb6ad277a640,248085c76ba5c455,e2413ae9f05a83d0,9ea7306e3ed5de11,1a54864c521ff21b,fc99cab606a3bd05,565cdab19896e6a3,3f11d9c675579d04,cd21c595db7b59b0
070ac516a1288b4f,bbade85b0c1042fc,3e4f9ba0a6bed96a,79ec146813a3bbf1,8bfce42ab494da3d,6bbb4cebe0f1d811,efd7c0f678c9808d,c4acd7cd10fb536e,e40f45b75d0d3eba,6f7cb7c81b7fa2b1,f2393da6cb38e9f8
0730991d7c50dbfb,1f5c2ac674c9c58a,d120ade652a4f219,17690219dc9c963a,2e3a0b5996d7d37b,a28ec43b3b842492,70d6be8643d1df11,7a4649a421650fc3,3c7ac88dd74e7ce1,15d66093a7394ac5,8ed3feca8fa002d7
0752f32b24deae50,9f1e370c5282e661,2c487a0c8da05501,003dd635f79d0085,edc7047c8dde86c9,a4354ea6520fcc97,fbda47ae5ea2be24,bf6608094f9bab8a,09b8e481e8241795,ae48e0410dcdec34,98a7eb896ce47971
0753dd965aabe64e,e8c57f6efe5bad8f,b8729c00ab2c7443,dfde1bfef408af7b,f5a397ad77aabd42,1f541c3792189ce2,1463436ae6987552,f81832bbae9abd7b,40bdf322eafd00e8,2c5964a47c02d98c,c06249b5c92c5bc0
0776540aac61c706,b1d9e6e8f84f85bb,bd0ccc5938256c65,60e634c6cff1a6b5,e19e1c0c47894d73,04aacf1b1a1668bf,4b9051fb31bf5b36,245ace8797eaa30e,8fd4f88cef610cfa,4223d21b53e4f807,bee41c2dbc90b2dc
07a408bd9a8c1ee3,d8fa16ac9ad778df,b829f09145d0ea3c,4f5647636ab8cdab,63cd7885ad24a52d,8b964c6f9a69c78b,70fdaeee0dd2df52,457212e16777787e,129b7d3e20c19dcd,8d77c3e40379a78d,d33ddfa50fbdbbf7
07a8c34fd6f8514e,39f56b569623665e,26457080872c1ed5,266411e0d1f45e6c,842d2a5248877a76,258c9309bafd109c,f34e9e426e7262de,4453bba1ebe54ba0,8045bcd942caf94e,2dc2ac7988bcc937,9d7130aaac5f0530
07b3a24c197649da,a324ee0b80a2c10d,f58a092510e9d95b,eda030fc81f83a6d,661b176459cec9b5,b39c73d7cb562de7,2e389ec8e2070377,cca1bb0294bb67a2,244a86f85ba4c90e,43d6ad829efbd7c9,83ba80aae22634fa
07b5362a62ff7c50,2c5964a47c02d98c,624340eda71c5b44,68ad620606b41685,7ab1dafca97ffbed,e1a282acf6ff3920,e00c24a866394e33,2601928c086514da,5af4fe1c8647941b,7231644e51fa4a7c,736073b19c06d628
07c448bca7eab892,14789c7f5dd90da1,619c482a6fb8f0e2,97ed2f7ccfa51b87,7f5a09805b010a97,d46f1da0724eb903,d609b07e150b413a,71332481268580c2,1923ad2f73ce26ce,17bc6e70ada057fd,050f6ea4a335e87d
081bb8236de696ae,05adef28270c9004,53a428beb16a1292,12667bb2ffdbefab,815003281f01e783,3044965e8de8f96f,64fc3cc0e9d7be03,625aef5e547e6ea4,260d8dae2dd89398,95cd568386adcbfb,7a81c86d502c13b5
0836c5c0e24a2aa5,6fe76b2b76ea0186,e8c57f6efe5bad8f,d060a0b6ea39d86e,60e1994d9567d05b,4b4f3583dc8e8655,9f6e75d9e394679a,fed085443ab9c1f6,544e744442ab16a8,e7cf699d62180b13,318a34495ae44154
0851a4da7b554dc6,2138e4944c2312be,0d35297b6065c706,d5a1d203ec93e53a,4c6ebe910022d759,ee96c9a5f99644f5,bbef0240995e6424,135db4564016402d,b0f397efaa5995a9,75ef46faf3b6ce19,eb22ea32228151e5
087708f9db1f7278,8a24aa1cc4eeaaea,b0c58ccd0984ffd5,4bbcace65dae2296,45babb1c6e517db7,9e8073292aa7c1c8,146f85cdb318225b,899a87403ecbc5c7,ab5514536ea6fa3b,617e5f1e1a21be7b,c6c13ad65237787b
0907c001e26f7674,82c6409c3cc5cb4b,a8c2c9efb7c99881,992ad7d5f97be60c,d5a1d203ec93e53a,cd10e0f66dcd7dca,34f1f85d6a6ed578,a9c3fa4b14bc2972,37d8f673a746c431,a4a0cff7173202c6,518171f9cd9c32f7
090becea768a7e60,386991c4242055d6,df1c59c747921aa6,8bbfee86aa734199,244293f08135c374,21809754fae93791,0c543f233100972b,046aad417beffb08,b99c76dd86d6d99a,63bad3d89bc964d5,1f446d6622b56116
098a5857db872206,15d66093a7394ac5,49b34b57d4d6a1b2,5853cee5df5ce545,e1a15a6a16704dd7,86df6be55bcb3f1a,c21f9da754e96fb7,212b11d708b7fdcd,b8729c00ab2c7443,8ccbc9cd065f97f3,1463436ae6987552
09c3669dc2b2c429,20dbaff87ebbafc8,e68153cbaab5b30e,2c4a4ea1a0374789,85c25c161785b4aa,a4da4002334e2a07,57d50b9500634e00,3e1e247d61e7960f,7302e235db7f0b9c,45c4cbe02a90896c,b7452966f49bb03c
09ef8e6c94465437,39f56b569623665e,1f2deb7c5b7c03cf,8bdec0dcfa6d8db5,3444e849c137029b,a7d869a3787c2f41,2594dff96541fd7e,ca4cd0eb8aa12a4c,d65933c4f87490ac,da8bf522986e12e6,45aa3ed8f2ed085a
0a06406fbacc30aa,8a66cc5c2981a933,6f62dc33cf742790,70d6be8643d1df11,15d66093a7394ac5,0411c7aff1c90457,9bd70504509633fa,5dfd59e3fef4c34c,22cdee8f98614536,c4c4df8669adb860,40bdf322eafd00e8
0a14c51ae2e04481,af455853f8d4f5ba,8a56c260613048b1,5ccf7b60d70ffc53,212b11d708b7fdcd,c2859f7b4327ebd1,dfde1bfef408af7b,24db1ee5f0618b7c,15d66093a7394ac5,edc8ffd6395e6721,5755a47ce6fcee0a
0a8fa162beac9160,e98adec4c1330cdf,9e3a3b8427962bfe,beff7e89ecd213e1,14cbc8ce1246a3fc,2734fc1b5a4685a0,0ca15a41764f8c51,3f16aef6b25e76ea,a6e80f909344eb02,9e4b75a5801cfd00,3d72db780d1c1017
0aa10400842160ae,11c7f0e5acadd435,4b932ccc047bebe6,c65436dc658f345f,ec2a32984f3b7367,95b18a762f876362,ec36feae14d38642,9af58b031bae70e0,853908e796f873de,a9ffce3977e57975,7ed3c6b6f8994e11
0aa251875edfdf53,d3cc80ac4b3b294e,4893a17db09a2c33,d9dcd084405d16f6,392e89bca9d7ec28,a4648d91c9815aa3,3559bfc660a82e0b,29ab9124b5da5d18,bdaa82881ecba90f,1a3766b6be1a87a6,c3fecfc20c34efa9
0ab2b0c16faf5bf9,485189606905b459,9278acb5f0defb4e,19c77e77e20d24ac,f97a5a96fc1a541a,6f03f870595d2449,22f71dde0643c028,ef540ed63c222cbb,34f1f85d6a6ed578,3f334857ecc25261,ac7262e4424d548e
0ab2b4f27c119fa8,3963044f31e53c0b,8febe09da2b9edbb,e0229782e2fe05a8,4af469a5ec47bab0,22c7644d68beb7fb,1e517d198ae84160,500e4efe34ec2e33,e8c872bab99c98d7,7b7411f4ec861e0d,21a9418f67dab373
0add105fb884b108,ac6436ef65af250f,c249827bb1f283ab,de1c205b7718bb46,79d9f16a027d857c,91ff62f7083c2e3a,b51a669c6a7e3f49,6ccf839d4f83bcd8,3f16aef6b25e76ea,5e0c1649eadaf558,4e7709b68df7b784
0b5cf34cecb698ac,0b8167b6bc6c1d52,a1dab8c66317af58,de68ad7604be3c5b,fb0a19b7cd2b8d3a,6f1dd6ecb83a9a51,213af32d2591a607,425c00221fe93079,82ac25c309735221,cb128710429af7ac,552d1e5293983038
0b75fa43359c5b29,ab6e21302eb96397,eac721951a8f461c,47a5afbe17544b85,55a8e3fc7c39ea23,4d4ff01368429a4d,177bd0e67321f069,c8d5a50f2a57fea3,ec3deb8aab8a47a2,cc09fd5297290ec5,79c3596ff6f270f2
0bfd2b3a1977ac60,1393aa68c559d28a,1f588d0beca46ef8,1a6088f5566ac00c,07a14a9ad518d80c,cd0aff633ef6a5c2,b503c6e37c05dd3e,4820a001960156ee,2b318b3f1bad11f3,2835627a1a8a0636,66177959703456a2
0c0a1ffce38f5eed,ecd7324be56119bc,c249827bb1f283ab,b35a23222b0c34b8,77330f4222888c85,c7513c0ef6d6ae2e,0c3acc80d1a1e596,2c94c2ebe0158e19,480f7a5fab60016f,3576ad9d7ff9d431,79e75cbc014ba319
0c2c41fe4d0539b2,3ebdd4d9d1022177,6b7f7ff55b626e9e,8eaee7461ebbca08,e6ab573d2da628b5,d26af68cb790d61b,9ebf559720513db3,bcef8504f50c0f90,b8ad9c8953ee4dc2,850ed06a1cc97d6b,2794def98b9d5147
0c334812b9a2245e,0d3bef29a50bd85a,50478812e38931d4,cd0aff633ef6a5c2,b35a23222b0c34b8,21809754fae93791,1f31959aad19bfcd,9fd00ef5d5f2f6fa,956f3cbe42ef9ade,6b7f7ff55b626e9e,37a6c9b759434afd
0c35f9bd5b698e0b,f346f23a6919252b,72dc761d458b24dd,d5a1d203ec93e53a,3d72db780d1c1017,dd73ae68725178c6,d48f26acb04c1c9e,b503c6e37c05dd3e,75c8eba427a884c3,2594dff96541fd7e,8bd51e5002b07cc0
0c3ebb344e18b80f,83029e482fddf591,b6b570b03f418de9,bf06c737225f97bc,20d8bd61e0742a78,4b9051fb31bf5b36,39474577d132c8e4,b1d9e6e8f84f85bb,60663520b7765899,47e52f580ca37b3c,1d4b09257d60ccb9
0c56b2eafc6f687c,8f9a65c06caa3d16,5adc0786777ba4a4,ee96c9a5f99644f5,2aed6b62e66bd4a8,76a85dcfbd928cea,55693dfa020be84f,0ca15a41764f8c51,ef927d83468d54c5,d230a9aab7806e06,78b369ce8f46b9b0
0c5886ac3690b221,a826ca522c62babb,9c73219e0f4658d4,6f6a5eeaadd2bf16,cbeda13373d864cc,d03493adf3f766c3,680d54430e1d75c7,3ec6a205636b6af7,9804d7e24d369ce3,166b896daa6ddea7,79c38bb2b318c775
0c71c05617f7b6d7,d0b390e0c15fe674,bd3ac48d11cc4efb,3f16aef6b25e76ea,a30140f076b4492f,18c2ed7e9aeb960f,49c23eb745e63c50,99605cbe170c5678,a70b739d2a96e41d,b5d46420c962f09d,797d518e6b5fe0ac
0c73772aeab66eb3,45b790dda60851c8,258d296a06f264a4,bb0eca0848bcfc12,33c8bcb1b19fb0cd,d3cc80ac4b3b294e,2fd3ea848d74e709,a70b739d2a96e41d,55982ba037ada795,9c7ce0c6abef4e3d,a763f26f535bd4bf
0c9c5e514f8e9828,3802975dc46e3014,c9b12e8733ba0425,eaa07b9d0f12d850,43707b66a2dc44f4,ad7fa13cb6ad8b26,8d0486c4d9c08b42,73ff2fe6b0e1a050,89ccf5b5731aae7d,b938f51818ca4e6b,ff5eb8c2760c312a
0ca31e0169f59a77,049295be71f175b0,afb437fdbf4069f2,f62c75bb0a79122c,66ad4e9f96d92400,ec5a00d280fb4222,eebc6f298a36290d,40fcb8afa924e828,a4648d91c9815aa3,be64dc30bebe9d38,21809754fae93791
0cc657efc6729862,9d2f2bf36cd56d44,24db1ee5f0618b7c,fd13bebe1fb0a8d3,817e8c713bba9cbf,142554c7ec1ad770,428df2829429c3e7,8f44de6100f4c8d0,658529732f4bb243,5952b70c88574a45,3bb28643672b0d80
0cc9f98341b41a59,6b5fa77a8d7f8b49,05adef28270c9004,64fc3cc0e9d7be03,e96f71ef5507028d,05e8f12cbf0561db,746fd741b14254ad,04e81d2b2b020139,b2c41225002293b7,22cdee8f98614536,625aef5e547e6ea4
0ce9d38efcc2ceb7,7d76f85bdba8dcaa,ba09a0c60281600d,1dcae471a900439a,9e2f7c2edee0fca0,d4d1551e892f116f,32c5d779a4548007,40bdf322eafd00e8,11a0738664123f19,d8fdb94c8e278a23,7955ae547df8c297
0cfc306edfaa45f1,b0e423eb504a82ac,1dcae471a900439a,952bb5f0d8bb72f0,d92abdc4de9269bd,78227fc9a1bdd09e,d5be7effa0412971,5107b6204e4be1ea,5b97b378872531ed,7f66659fbd5198f8,135db4564016402d
0d0c35b7dcbe9312,225668c2cb417c00,548ee3238a1f496e,2734fc1b5a4685a0,9e4b75a5801cfd00,ec61820b87a0f563,dd61707e6b791596,005957bf7b2c101d,b5d74ad5570af28c,290bce5c3ffdfe63,df6cabd92179e49f
0d118bc39e67c3db,f81ac2d2119a4fd2,625aef5e547e6ea4,76a4fa5069a57789,8a56c260613048b1,5a1f7dd14841e71b,83029e482fddf591,68080768a9ff99d6,3141537907466b24,6885ae92629bbf27,05adef28270c9004
0d3d54536cbd5d57,590b7108b20fb76a,a6b79aeeceddf3cc,9cac125ec9f9bf36,ee73c8c2a6c714ad,3d9e060dfb1ccaba,d53b8b72fd7da628,286d1be924d926e9,d134cd63664dd45e,94ee4d87ac42647e,bb5bc93bd5f14d88
0d4acbfd4ccf9890,10fb48a9e18d0df7,b3d9fc9e16d2b101,1d35684bab61d022,ca597956cf5e0297,a905db007dff428a,480f7a5fab60016f,44f06ae26d856e00,b0f397efaa5995a9,4db035deeafb5655,56c6d0aa9d430ee9
0d796439a60bfe37,4df42fbfe833028f,e0edf23e2bde409f,99549d4d70e8a33d,d93bc7f3d08415c5,956e1e1a3c28ce45,493201a2f15f8273,a64634b513806148,4dd4583e9b5005a0,3974cd25bf6dd882,e8b567545c5dfec0
0d7a253a282074d1,3576ad9d7ff9d431,d5be7effa0412971,08d9ff2112d6d6ce,76892e1261d84f23,0450a0baca2a8053,2307851006581671,3b18e99c58bcc71b,59590323df9c7a8a,abc1994ced1ffd5e,485189606905b459
0da1efad97a024dd,f923243de305fba5,0d3f27f1c24d8367,1080338b056a082f,a1336f4f44134ff0,a0f438be05f0de99,11fb24274216b24e,fba7d6daaa24ff96,2a8ad8e2e5ebb176,dee1515699fed4dc,43ae5cae15345e22
0db1fd6102bddf0b,d1f9daba35bdb725,967912e7de739eb3,38e07f5e31fe150b,b962ba595eb3f43e,96c0c27d77d05dcd,60e1994d9567d05b,23292b20608fc43c,45a4874851067627,09c48295b550cfac,26507e8b36d24507
0dc8c74354db2898,0ad42dc7a0a9fee8,952bb5f0d8bb72f0,24dc43d829f37fbc,7f6e0db6b8c75f95,518171f9cd9c32f7,d5a1d203ec93e53a,9de499af42168465,f3d2d2bc5525dbd2,959dd327a1d7bccf,1091d5dcf8ce3c9b
0ded1fbcf1fa1195,0f0434bc7bc00cc8,89d4345fec86d0eb,9bd40148bbc82797,e816f9b8dc21fde0,bd35946c845599f8,678dba7bd1543086,b88316c75ee1b557,035605ee2cfa01b1,c4957a5c2ab71bbe,830b9a6d1368f1f1
